gmid,mag,dip,rake,z_tor,r_rup,r_jb,r_x,Vs30,Z1.0,Z2.5
3590805gm4,4.3,73.0,-174.0,3.296010275829876,36.07523175454019,35.77336352944052,35.21890576467336,287.0,1085.0,3.325
3590805gm9,4.3,73.0,-174.0,3.296010275829876,13.06406973064716,12.23904969220684,12.626476905319524,435.0,595.0,2.675
3590805gm14,4.3,73.0,-174.0,3.296010275829876,10.501798367329007,9.698233232635904,6.788368072858807,197.0,545.0,2.375
3590805gm19,4.3,73.0,-174.0,3.296010275829876,8.417499772583295,7.605577181221058,2.73626983568837,213.0,125.0,1.625
3590805gm24,4.3,73.0,-174.0,3.296010275829876,33.748038037058826,33.41320588126489,32.739897125485086,399.0,575.0,2.825
3590805gm39,4.3,73.0,-174.0,3.296010275829876,27.66454499229451,27.459251346218423,-5.190218756197233,500.0,455.0,1.475
3590805gm44,4.3,73.0,-174.0,3.296010275829876,111.32245495597948,111.20761976792517,111.25524958897635,334.0,83.0,0.325
3590805gm49,4.3,73.0,-174.0,3.296010275829876,19.04915283175323,18.733909628178196,0.1360109359658568,681.0,3.0,1.725
3590805gm54,4.3,73.0,-174.0,3.296010275829876,14.315963381849954,13.919661273111204,0.4734146770474505,348.0,19.0,1.525
3590805gm59,4.3,73.0,-174.0,3.296010275829876,6.326290695484524,5.390040992104918,-2.387600406585648,292.0,662.0,1.725
3590805gm84,4.3,73.0,-174.0,3.296010275829876,17.76360869657422,17.39878979250628,1.4515333525650294,750.0,58.0,1.775
3590805gm89,4.3,73.0,-174.0,3.296010275829876,7.785738778013164,6.678908934867661,6.480068721990244,286.0,445.0,1.925
3590805gm99,4.3,73.0,-174.0,3.296010275829876,19.089193135037966,18.79632051996072,-6.960066620264471,327.0,590.0,1.825
3590805gm104,4.3,73.0,-174.0,3.296010275829876,71.58213561989552,71.41905696078419,68.80313088605982,300.0,73.0,0.675
3533165gm19,3.377783456104285,43.0,124.0,35.68968713402861,83.87456786251593,75.54527697215349,66.70364616590611,1000.0,15.0,0.375
3533219gm4,4.1,88.0,-179.0,5.388064901917761,36.29955609346658,35.89035862309916,-30.4449063611302,287.0,1085.0,3.325
3533219gm9,4.1,88.0,-179.0,5.388064901917761,13.431975142468168,12.285452836132803,-11.327652463303806,435.0,595.0,2.675
3533219gm19,4.1,88.0,-179.0,5.388064901917761,9.665876810962516,8.009956399859014,0.1354115181289356,213.0,125.0,1.625
3533219gm24,4.1,88.0,-179.0,5.388064901917761,34.058977623704344,33.60867209888853,-33.57992655820302,399.0,575.0,2.825
3533219gm34,4.1,88.0,-179.0,5.388064901917761,27.93331828073425,27.395284739510625,-3.2678521069362825,500.0,455.0,1.475
3533219gm39,4.1,88.0,-179.0,5.388064901917761,24.37403883306231,23.74375718376717,-23.29541150956373,318.0,845.0,1.725
3533219gm44,4.1,88.0,-179.0,5.388064901917761,19.9417144290646,19.14310029003457,6.170837912088057,681.0,3.0,1.725
3533219gm49,4.1,88.0,-179.0,5.388064901917761,15.326224069640244,14.32645655015916,4.357447467910869,348.0,19.0,1.525
3533219gm54,4.1,88.0,-179.0,5.388064901917761,7.61809179770736,5.363037550678904,0.9266582936717632,292.0,662.0,1.725
3533219gm59,4.1,88.0,-179.0,5.388064901917761,16.48051149345117,15.553602598726805,7.715138245231473,760.0,5.0,1.325
3533219gm64,4.1,88.0,-179.0,5.388064901917761,15.733884773423684,14.76162225708869,7.444034859008507,446.0,25.0,1.325
3533219gm74,4.1,88.0,-179.0,5.388064901917761,92.34544590442178,92.17268212659226,-12.001007930571449,500.0,645.0,1.275
3533219gm84,4.1,88.0,-179.0,5.388064901917761,49.76631100387943,49.43324246717175,-43.28233179117274,1000.0,15.0,0.325
3533219gm89,4.1,88.0,-179.0,5.388064901917761,18.65959865854141,17.807881356578193,4.495976568465298,750.0,58.0,1.775
3533219gm94,4.1,88.0,-179.0,5.388064901917761,12.692797592831417,11.484911548133384,-3.9544771528037694,155.0,645.0,2.575
3533219gm99,4.1,88.0,-179.0,5.388064901917761,8.749181490163087,6.879930970138373,-4.809524500237687,286.0,445.0,1.925
3533219gm104,4.1,88.0,-179.0,5.388064901917761,19.529534639752903,18.758852345823808,1.3603501069572332,327.0,590.0,1.825
3533219gm109,4.1,88.0,-179.0,5.388064901917761,25.70871725660706,25.126339878965343,-24.046220865082045,546.0,287.0,3.825
3533219gm119,4.1,88.0,-179.0,5.388064901917761,71.77818451280751,71.55884707805404,-58.55552455771117,300.0,73.0,0.675
3533879gm14,3.854512640921663,55.0,-94.0,329.35633754256344,563.8288863025456,457.0637443973452,242.34543430873256,800.0,0.0,0.325
3533879gm49,3.854512640921663,55.0,-94.0,329.35633754256344,788.473706515233,716.0378933222024,29.696590974402543,800.0,40.0,0.375
3533879gm119,3.854512640921663,55.0,-94.0,329.35633754256344,569.8107073494339,464.4822512930321,196.6703509738767,800.0,0.0,0.225
3533879gm154,3.854512640921663,55.0,-94.0,329.35633754256344,678.3332991392989,592.8109685832321,91.99893916456249,1000.0,15.0,0.325
3533879gm164,3.854512640921663,55.0,-94.0,329.35633754256344,912.9776770773652,851.2138901969115,158.9304389491198,1000.0,15.0,0.325
3533879gm214,3.854512640921663,55.0,-94.0,329.35633754256344,683.1485164375013,598.3304893455826,9.272646253142256,1000.0,15.0,0.325
3533879gm249,3.854512640921663,55.0,-94.0,329.35633754256344,647.9219699912646,557.6519523609262,149.52993943948127,1000.0,15.0,0.275
3535378gm4,4.1,49.0,40.0,5.537885211159335,12.431715437285773,11.119637760413037,-10.970348107156346,213.0,125.0,1.625
3535378gm9,4.1,49.0,40.0,5.537885211159335,12.815825596126055,11.53104595104516,-11.182697800971937,900.0,0.0,1.525
3535378gm19,4.1,49.0,40.0,5.537885211159335,47.62514758637209,47.29406657946669,-46.5175531169244,500.0,455.0,1.475
3535378gm24,4.1,49.0,40.0,5.537885211159335,34.85223946825795,34.39008935232015,-30.35139392410331,318.0,845.0,1.725
3535378gm29,4.1,49.0,40.0,5.537885211159335,7.463115439344652,4.808018580265473,0.4314723984456141,681.0,3.0,1.725
3535378gm34,4.1,49.0,40.0,5.537885211159335,7.604156567296479,5.208922052319104,-3.771166634490069,194.0,645.0,2.225
3535378gm39,4.1,49.0,40.0,5.537885211159335,8.281311733929707,6.134690877459646,-4.37030027847582,348.0,19.0,1.525
3535378gm44,4.1,49.0,40.0,5.537885211159335,139.23421167661152,139.11737059575202,-94.12003261866556,1500.0,0.0,0.275
3535378gm49,4.1,49.0,40.0,5.537885211159335,139.12340158737538,138.9738465843277,80.65320294198636,600.0,35.0,1.175
3535378gm59,4.1,49.0,40.0,5.537885211159335,112.2062276279716,112.05643771385576,-110.60994877492678,500.0,645.0,1.275
3535378gm69,4.1,49.0,40.0,5.537885211159335,6.34268719319672,3.0903772339865068,-1.5179977695391955,189.0,605.0,2.025
3535378gm74,4.1,49.0,40.0,5.537885211159335,7.308061068265433,4.756966077374996,-2.414176879003808,204.0,685.0,2.175
3535378gm79,4.1,49.0,40.0,5.537885211159335,62.43716229189735,62.15797764648329,-54.42572575200093,1000.0,15.0,0.325
3535378gm84,4.1,49.0,40.0,5.537885211159335,6.711916684208382,3.558602406726948,-0.8913544449751016,750.0,58.0,1.775
3535378gm89,4.1,49.0,40.0,5.537885211159335,8.021762022784168,5.800625572034288,-5.689186847098003,196.0,485.0,2.075
3535378gm99,4.1,49.0,40.0,5.537885211159335,63.38028553204842,63.06665337321262,4.576279409493087,300.0,73.0,0.675
3536209gm14,3.506954667345616,55.0,-94.0,219.9643072160393,451.0515579192746,393.3683911454495,206.00428624879265,800.0,0.0,0.325
3536209gm64,3.506954667345616,55.0,-94.0,219.9643072160393,247.56521493923043,112.9857129934884,113.39709265117575,600.0,25.0,0.275
3536209gm139,3.506954667345616,55.0,-94.0,219.9643072160393,263.8712991891708,145.1693338552304,137.42639839004673,1000.0,15.0,3.025
3536209gm149,3.506954667345616,55.0,-94.0,219.9643072160393,579.4730491503035,535.9821858872467,55.641609709017,1000.0,15.0,0.325
3536209gm204,3.506954667345616,55.0,-94.0,219.9643072160393,387.7579126852759,318.9555202404411,203.1704922686463,1000.0,15.0,7.625
3536209gm209,3.506954667345616,55.0,-94.0,219.9643072160393,589.0639633931127,546.3481363789709,-27.084531835076984,1000.0,15.0,0.325
3536492gm14,3.765651576770145,67.0,147.0,5.30575553164039,11.647012934077956,10.36010754519634,-3.0648801726220345,197.0,545.0,2.375
3536492gm19,3.765651576770145,67.0,147.0,5.30575553164039,12.782511142200946,11.60799090860548,0.610469824631134,213.0,125.0,1.625
3536492gm24,3.765651576770145,67.0,147.0,5.30575553164039,13.38282563537568,12.229580412419596,1.454078083215561,900.0,0.0,1.525
3536492gm34,3.765651576770145,67.0,147.0,5.30575553164039,47.821257520314944,47.51836931451292,-6.547226852760225,500.0,455.0,1.475
3536492gm39,3.765651576770145,67.0,147.0,5.30575553164039,210.9477513169681,210.86365917751863,-208.7877760015643,800.0,40.0,0.375
3536492gm44,3.765651576770145,67.0,147.0,5.30575553164039,33.40038465402509,32.95690705237328,-24.096175722145333,318.0,845.0,1.725
3536492gm54,3.765651576770145,67.0,147.0,5.30575553164039,9.664121370155536,7.673186919738046,7.67342672906025,681.0,3.0,1.725
3536492gm64,3.765651576770145,67.0,147.0,5.30575553164039,6.391041673843129,3.559936079923407,-2.438123383903274,194.0,645.0,2.225
3536492gm69,3.765651576770145,67.0,147.0,5.30575553164039,227.3089423927789,227.23636276819,-14.254788433520233,1000.0,15.0,0.325
3536492gm79,3.765651576770145,67.0,147.0,5.30575553164039,112.29358168525182,112.1556646455562,-21.956569626888584,500.0,645.0,1.275
3536492gm94,3.765651576770145,67.0,147.0,5.30575553164039,5.426507570810934,1.1337240155666166,-0.7548429011736048,189.0,605.0,2.025
3536492gm104,3.765651576770145,67.0,147.0,5.30575553164039,5.942303849052935,2.6558836876459644,-2.3956907811511288,204.0,685.0,2.175
3536492gm109,3.765651576770145,67.0,147.0,5.30575553164039,260.1459913160443,260.08919500741973,-194.44849715764903,1000.0,15.0,0.325
3536492gm129,3.765651576770145,67.0,147.0,5.30575553164039,60.9383868939363,60.67442798651466,-45.99382404428762,1000.0,15.0,0.325
3536492gm134,3.765651576770145,67.0,147.0,5.30575553164039,8.547944856743369,6.29859557729469,5.914189911789187,750.0,58.0,1.775
3536492gm139,3.765651576770145,67.0,147.0,5.30575553164039,7.551250939107176,5.370149481219732,-0.879636582756668,196.0,485.0,2.075
3536492gm149,3.765651576770145,67.0,147.0,5.30575553164039,299.0883228441379,299.03647574091707,-267.9608953465185,1000.0,15.0,0.325
3536492gm154,3.765651576770145,67.0,147.0,5.30575553164039,8.478452518645293,6.609087137727396,-3.635390863471944,201.0,675.0,2.475
3536492gm159,3.765651576770145,67.0,147.0,5.30575553164039,39.486231557126,39.1233793649555,-1.055313133260043,327.0,590.0,1.825
3536492gm164,3.765651576770145,67.0,147.0,5.30575553164039,26.027228125105516,25.469596444160576,-23.513704585364128,546.0,287.0,3.825
3536492gm169,3.765651576770145,67.0,147.0,5.30575553164039,284.83913849709535,284.7859801698926,-156.78748659382978,1000.0,15.0,0.275
3536492gm179,3.765651576770145,67.0,147.0,5.30575553164039,366.94065468922525,366.8890767251231,119.64522198349704,745.0,33.0,0.325
3536492gm189,3.765651576770145,67.0,147.0,5.30575553164039,297.9322042746577,297.8824665361628,-128.48052928410456,687.0,0.0,0.325
3537025gm14,3.13552010655083,60.0,-127.0,245.6153948494756,340.793638311808,235.9539856078952,-199.07841912889947,800.0,0.0,0.325
3537025gm29,3.13552010655083,60.0,-127.0,245.6153948494756,359.79110678502536,262.83349842094907,-128.24077089728056,1000.0,15.0,0.275
3537025gm119,3.13552010655083,60.0,-127.0,245.6153948494756,624.6209195775637,574.2789980339213,-103.08886407254104,750.0,23.0,0.975
3537025gm164,3.13552010655083,60.0,-127.0,245.6153948494756,384.37478794014856,295.55571135457615,-16.545425064392912,1000.0,15.0,0.325
3537025gm179,3.13552010655083,60.0,-127.0,245.6153948494756,607.0021166922187,554.9303332829072,-38.82634428115023,1000.0,15.0,0.325
3537025gm219,3.13552010655083,60.0,-127.0,245.6153948494756,362.3238146140359,266.3610065022179,-125.1010451663053,450.0,23.0,0.325
3537025gm229,3.13552010655083,60.0,-127.0,245.6153948494756,326.6917439852188,215.29042250109728,-211.84094898234025,1000.0,15.0,7.625
3537025gm234,3.13552010655083,60.0,-127.0,245.6153948494756,388.3329844859136,300.52356526771285,67.09633150486475,1000.0,15.0,0.325
3537025gm254,3.13552010655083,60.0,-127.0,245.6153948494756,365.2793208188471,270.1948348067441,-81.61438589952026,1000.0,15.0,0.275
3537025gm309,3.13552010655083,60.0,-127.0,245.6153948494756,367.59158749018553,273.36576982773926,-121.61119910980186,687.0,0.0,0.325
3537374gm69,3.694416505422137,48.0,-84.0,32.605715173074,213.5498770266112,210.9172323503122,113.16066890223544,1000.0,15.0,3.025
3537861gm34,3.73840098767906,45.0,90.0,206.3593251972279,376.0946419908787,314.3717097111476,-126.65923292611814,600.0,25.0,0.275
3608239gm14,3.1055325956320887,60.0,-127.0,247.0228755295124,337.9999149155866,230.3991024538184,-226.91619827432305,800.0,0.0,0.325
3608239gm39,3.1055325956320887,60.0,-127.0,247.0228755295124,293.6181132199153,157.96184025403556,-61.21420308637537,622.0,45.0,0.325
3608239gm114,3.1055325956320887,60.0,-127.0,247.0228755295124,326.24312936569765,212.9554779192512,-44.33223354509005,1000.0,15.0,0.325
3608239gm149,3.1055325956320887,60.0,-127.0,247.0228755295124,324.34485408493754,209.83480360273137,39.30876443598613,1000.0,15.0,0.325
3608239gm159,3.1055325956320887,60.0,-127.0,247.0228755295124,319.7800193561524,202.83390723099924,-109.4142232385839,1000.0,15.0,0.275
3538452gm14,3.44047211683716,45.0,90.0,242.38307699084845,595.4255621201222,543.7322641741384,-194.60581636044068,800.0,0.0,0.325
3538452gm44,3.44047211683716,45.0,90.0,242.38307699084845,312.4434980241473,197.05864819018024,-101.58356675995913,600.0,25.0,0.275
3538839gm14,4.3,31.0,-40.0,5.620851501540524,212.4868859529023,212.4029793442367,-57.30726241148614,745.0,23.0,0.275
3538839gm34,4.3,31.0,-40.0,5.620851501540524,319.42504620929014,319.3706481058989,-83.92719255114096,697.0,23.0,0.775
3539986gm9,4.1,62.0,57.0,13.317831652390634,57.0306831256274,55.05684896776977,55.11074693704373,800.0,0.0,0.325
3539986gm29,4.1,62.0,57.0,13.317831652390634,112.46046317386724,111.47207867214745,110.99220577948836,800.0,0.0,0.225
3539986gm54,4.1,62.0,57.0,13.317831652390634,73.28368722750798,71.8699958892334,15.705217674955271,1000.0,15.0,7.625
3540318gm9,4.8,48.0,63.0,16.714624269407725,64.86138877679325,61.86232800696047,63.94189595591271,800.0,0.0,0.325
3540318gm24,4.8,48.0,63.0,16.714624269407725,341.26735438979875,340.7225350061992,241.2596719856922,600.0,35.0,1.175
3540736gm19,5.5,70.0,62.0,150.36999956223113,270.6770142658847,223.95106092977008,116.90992315987197,800.0,0.0,0.325
3540736gm34,5.5,70.0,62.0,150.36999956223113,171.75695452337297,81.70981448649088,-11.466213235405595,730.0,0.0,1.475
3540736gm114,5.5,70.0,62.0,150.36999956223113,308.07294745067384,268.8008088282624,-159.52414518461973,677.0,23.0,1.075
3540736gm149,5.5,70.0,62.0,150.36999956223113,193.0806267372276,119.0323974780116,119.90581033569998,270.0,53.0,1.425
3540736gm154,5.5,70.0,62.0,150.36999956223113,597.180106126745,576.5251558935585,568.3755439345243,1500.0,0.0,0.275
3540736gm204,5.5,70.0,62.0,150.36999956223113,260.4748052726581,212.63378235254697,-140.65672248815335,673.0,23.0,0.325
3540736gm234,5.5,70.0,62.0,150.36999956223113,319.18700909351253,280.1973428236953,205.51409993504515,390.0,268.0,1.375
3540736gm264,5.5,70.0,62.0,150.36999956223113,633.6929447368528,614.2943465483995,561.1357956436361,750.0,23.0,0.975
3540736gm299,5.5,70.0,62.0,150.36999956223113,218.6391397197259,158.17485356572362,-140.25988399217442,800.0,0.0,0.275
3540736gm304,5.5,70.0,62.0,150.36999956223113,296.297199146436,255.2430288524452,-248.83926276832787,1000.0,15.0,3.025
3540736gm329,5.5,70.0,62.0,150.36999956223113,378.4385450412552,345.4076180556713,338.09811939280013,1000.0,15.0,0.325
3540736gm334,5.5,70.0,62.0,150.36999956223113,837.3210611576636,822.6966518517465,779.0213006230659,697.0,23.0,0.775
3540736gm369,5.5,70.0,62.0,150.36999956223113,621.5049770357149,601.6351479606923,572.8082352767539,1000.0,15.0,0.325
3540736gm434,5.5,70.0,62.0,150.36999956223113,231.6021881085647,175.80585546957525,29.70683320153784,1000.0,15.0,7.625
3540736gm439,5.5,70.0,62.0,150.36999956223113,394.91895310456965,363.1830217790734,365.0625685544407,1000.0,15.0,0.325
3540736gm479,5.5,70.0,62.0,150.36999956223113,342.71972493073554,306.1852170346086,280.3724208653633,1000.0,15.0,0.275
3540736gm524,5.5,70.0,62.0,150.36999956223113,183.3487181774122,104.78571259493896,-53.399289953744805,800.0,0.0,0.375
3540736gm539,5.5,70.0,62.0,150.36999956223113,214.82299386776413,151.85709969088768,88.83400600314671,800.0,0.0,0.275
3540736gm554,5.5,70.0,62.0,150.36999956223113,963.4519711983932,950.7965087880342,903.5128827759656,745.0,33.0,0.325
3540736gm569,5.5,70.0,62.0,150.36999956223113,196.49824022176605,126.37975437936517,-119.07482853050428,800.0,0.0,0.275
3540736gm574,5.5,70.0,62.0,150.36999956223113,191.06565166770525,116.28149218746606,73.58667593114804,319.0,53.0,0.325
3540736gm609,5.5,70.0,62.0,150.36999956223113,237.1802918596831,182.21226598797747,115.34103506028896,290.0,83.0,0.275
3540736gm614,5.5,70.0,62.0,150.36999956223113,336.3878827007805,299.2785634650765,254.56063944260703,687.0,0.0,0.325
3541063gm9,4.2,45.0,-174.0,15.3870265845021,117.41846967410446,116.33039552947538,-0.8953303197696403,800.0,0.0,0.225
3541063gm34,4.2,45.0,-174.0,15.3870265845021,233.05685939622785,232.45503606334236,63.61004392913374,1000.0,15.0,0.275
3541238gm9,3.1737115232728987,55.0,-94.0,256.7917585883308,309.88641331069755,173.02584090494616,165.49064756856453,600.0,25.0,0.275
3541921gm4,4.1,74.0,6.0,15.41141167771047,61.51446302711365,59.10597210394778,48.24678422596542,300.0,30.0,0.275
3541921gm9,4.1,74.0,6.0,15.41141167771047,35.563754696950056,32.02839609701463,-29.99318730316489,287.0,1085.0,3.325
3541921gm14,4.1,74.0,6.0,15.41141167771047,42.79442934055861,39.9068321231248,-21.6025755227294,435.0,595.0,2.675
3541921gm19,4.1,74.0,6.0,15.41141167771047,50.96574048718056,48.57470197883955,-28.105556838039885,197.0,545.0,2.375
3541921gm24,4.1,74.0,6.0,15.41141167771047,54.07086351406452,51.82179995876504,-27.90719840213556,213.0,125.0,1.625
3541921gm29,4.1,74.0,6.0,15.41141167771047,54.78093150890345,52.5522650967468,-27.69477210066432,900.0,0.0,1.525
3541921gm39,4.1,74.0,6.0,15.41141167771047,23.711084326044887,17.905805576237707,-12.198619156752898,399.0,575.0,2.825
3541921gm49,4.1,74.0,6.0,15.41141167771047,35.94662330375829,32.25141343999029,12.752196685038315,515.0,797.0,1.225
3541921gm54,4.1,74.0,6.0,15.41141167771047,53.2572081840257,50.909502323188825,7.640541198301203,500.0,455.0,1.475
3541921gm59,4.1,74.0,6.0,15.41141167771047,30.536809939189062,26.292642970667487,-8.52741909314957,318.0,845.0,1.725
3541921gm64,4.1,74.0,6.0,15.41141167771047,92.38186322646384,91.02271535110457,-60.25660968803909,280.0,190.0,0.325
3541921gm74,4.1,74.0,6.0,15.41141167771047,35.217226371212384,31.13683162036984,30.221422924159103,244.0,55.0,0.375
3541921gm79,4.1,74.0,6.0,15.41141167771047,48.57503656270454,45.95198250722319,-31.771732037451223,455.0,68.0,0.475
3541921gm84,4.1,74.0,6.0,15.41141167771047,49.78911544278109,47.128031076424136,-11.025094058257276,1000.0,15.0,0.325
3541921gm89,4.1,74.0,6.0,15.41141167771047,94.63658413896006,93.14274599352292,71.73375817491102,500.0,645.0,1.275
3541921gm94,4.1,74.0,6.0,15.41141167771047,67.60605829997968,65.81266868186641,-28.166662773726948,750.0,23.0,0.975
3541921gm109,4.1,74.0,6.0,15.41141167771047,29.65555764617889,24.93853716565956,17.477271049276215,500.0,65.0,0.375
3541921gm114,4.1,74.0,6.0,15.41141167771047,31.244041694460275,26.667992056737862,24.50039206814792,500.0,35.0,0.325
3541921gm119,4.1,74.0,6.0,15.41141167771047,32.94614736026268,29.091246060394795,-20.50887202686152,546.0,287.0,3.825
3541921gm124,4.1,74.0,6.0,15.41141167771047,50.77518316499898,48.30951724271821,-43.4567791076741,300.0,73.0,0.675
3542125gm34,3.530936401341336,55.0,-94.0,241.42613992884347,271.8829108679108,124.42938647221024,118.95857769930063,600.0,25.0,0.275
3543583gm9,3.4488626866815686,80.0,-134.0,76.6832587040027,96.85797885757252,59.06535917099728,-35.57552996324546,600.0,25.0,0.275
3543583gm34,3.4488626866815686,80.0,-134.0,76.6832587040027,91.55024504377964,49.121460265715925,-44.917436265959815,800.0,0.0,0.275
3543583gm54,3.4488626866815686,80.0,-134.0,76.6832587040027,241.252370834468,228.70631147280045,-80.54640272771233,1000.0,15.0,7.625
3543583gm89,3.4488626866815686,80.0,-134.0,76.6832587040027,82.58997533248427,30.4335836831878,-8.726691457115885,800.0,0.0,0.275
3544164gm4,3.725032796918695,45.0,90.0,32.614105911861344,235.1197992390721,232.7365726736413,110.77144364196997,673.0,23.0,0.325
3546520gm4,3.747547154112484,40.0,97.0,23.623257086129584,54.13150944475755,48.55511094294698,3.185777869274092,800.0,0.0,0.325
3546520gm19,3.747547154112484,40.0,97.0,23.623257086129584,52.89625329183843,46.88113410355368,45.51600071636942,372.0,60.0,0.275
3546520gm54,3.747547154112484,40.0,97.0,23.623257086129584,97.81941153525696,94.68591630648392,48.916783401317566,800.0,0.0,0.225
3546520gm79,3.747547154112484,40.0,97.0,23.623257086129584,46.88781735883632,40.30371203667942,5.854756259999101,1000.0,15.0,7.625
3546520gm94,3.747547154112484,40.0,97.0,23.623257086129584,50.85373061690071,44.609838822268735,30.53748953653808,298.0,48.0,2.825
3547222gm39,3.082555871465551,55.0,-94.0,229.6626243932976,265.98429324548573,133.77477885911495,123.12346510380212,600.0,25.0,0.275
3549036gm14,3.0445219624249167,46.0,140.0,114.00338546732212,195.6327423092453,158.53842636456292,125.78150227778694,745.0,23.0,0.275
3549036gm29,3.0445219624249167,46.0,140.0,114.00338546732212,132.83675359878814,68.05859774473413,3.8346669256263257,1500.0,0.0,0.325
3549036gm39,3.0445219624249167,46.0,140.0,114.00338546732212,243.55380515971905,215.05567529328684,214.47090143537017,800.0,45.0,0.575
3549036gm44,3.0445219624249167,46.0,140.0,114.00338546732212,235.3519782708485,205.68854229563613,198.6288289273639,745.0,33.0,0.325
3549036gm54,3.0445219624249167,46.0,140.0,114.00338546732212,179.96250858315355,138.62856765985046,78.4921670687356,1000.0,15.0,0.275
3549753gm14,4.1,17.0,11.0,23.774112615163663,203.60599862046132,202.1717830577903,-175.56554842820248,745.0,23.0,0.275
3549753gm19,4.1,17.0,11.0,23.774112615163663,338.7325783873746,337.8934457934305,-167.4032849878156,1000.0,0.0,0.325
3549753gm24,4.1,17.0,11.0,23.774112615163663,303.64265938555855,302.6757971847848,-219.32683950300552,1000.0,15.0,0.325
3549753gm34,4.1,17.0,11.0,23.774112615163663,309.8872722464966,308.9527630237715,-272.2280715404666,697.0,23.0,0.775
3549753gm44,4.1,17.0,11.0,23.774112615163663,491.95730545311545,491.3649712759025,-336.7122373703043,1000.0,15.0,0.325
3549753gm59,4.1,17.0,11.0,23.774112615163663,223.19037536546404,221.90874885944203,-220.05754882205915,745.0,33.0,0.325
3550173gm4,4.7,83.0,-158.0,4.943861889876112,45.29244568310453,45.00948796899663,-3.0615839278053327,431.0,1135.0,2.175
3550173gm9,4.7,83.0,-158.0,4.943861889876112,92.66573948296065,92.49107457354684,-91.4849922837761,300.0,30.0,0.275
3550173gm19,4.7,83.0,-158.0,4.943861889876112,34.89560525024557,34.40827639358715,17.67493234915574,900.0,0.0,1.525
3550173gm24,4.7,83.0,-158.0,4.943861889876112,39.39510191281096,39.0667336847562,-17.049801926710728,399.0,575.0,2.825
3550173gm29,4.7,83.0,-158.0,4.943861889876112,40.69225821267591,40.29465062095122,15.297231118114926,188.0,625.0,2.325
3550173gm34,4.7,83.0,-158.0,4.943861889876112,5.432001872695284,1.857810100943203,2.0234933409716653,500.0,455.0,1.475
3550173gm44,4.7,83.0,-158.0,4.943861889876112,11.779615502225184,10.632295193139903,-10.593320500829304,457.0,517.0,1.675
3550173gm49,4.7,83.0,-158.0,4.943861889876112,119.0544385978986,118.9324157553047,-68.61110221552089,334.0,83.0,0.325
3550173gm54,4.7,83.0,-158.0,4.943861889876112,43.27038554640942,42.89344548760422,16.039985908160343,194.0,645.0,2.225
3550173gm59,4.7,83.0,-158.0,4.943861889876112,41.56227081528332,41.12651279980972,22.81525058440561,348.0,19.0,1.525
3550173gm69,4.7,83.0,-158.0,4.943861889876112,45.52450653598903,45.20192572974933,-45.101084273534376,244.0,55.0,0.375
3550173gm74,4.7,83.0,-158.0,4.943861889876112,42.396875990180725,41.95377394268548,25.94629603292301,760.0,5.0,1.325
3550173gm79,4.7,83.0,-158.0,4.943861889876112,41.59774249474332,41.149326262711774,25.44306595914956,446.0,25.0,1.325
3550173gm89,4.7,83.0,-158.0,4.943861889876112,64.59425116079011,64.38445399241877,-27.157569620821302,500.0,645.0,1.275
3550173gm99,4.7,83.0,-158.0,4.943861889876112,44.69918032876786,44.33138935074873,16.40723057272596,204.0,685.0,2.175
3550173gm104,4.7,83.0,-158.0,4.943861889876112,197.8120462898912,197.70392781786057,33.138948482537735,697.0,23.0,0.775
3550173gm114,4.7,83.0,-158.0,4.943861889876112,91.56649042665444,91.40730851959376,-55.88709595638284,1000.0,15.0,0.325
3550173gm119,4.7,83.0,-158.0,4.943861889876112,31.534321759601504,31.096105462531487,-30.04681740196751,500.0,65.0,0.375
3550173gm124,4.7,83.0,-158.0,4.943861889876112,11.16895997378665,9.771096368968472,9.16576342069472,327.0,590.0,1.825
3550173gm129,4.7,83.0,-158.0,4.943861889876112,40.538714885866014,40.18548593204496,-39.70203397875857,500.0,35.0,0.325
3550173gm134,4.7,83.0,-158.0,4.943861889876112,38.437728178499576,38.11155098887638,-6.114204961033344,546.0,287.0,3.825
3550782gm4,4.0,87.0,-174.0,19.442333687242208,118.41069872248352,116.6935803673333,-94.30410582833044,800.0,40.0,0.375
3550782gm9,4.0,87.0,-174.0,19.442333687242208,56.04720964705385,52.40077971002989,24.737946760577927,280.0,190.0,0.325
3550782gm14,4.0,87.0,-174.0,19.442333687242208,52.03044145882475,48.183175292506505,47.58354798004243,600.0,35.0,1.175
3550782gm24,4.0,87.0,-174.0,19.442333687242208,22.80105563385335,10.30093554820646,4.351805637888366,600.0,5.0,0.525
3550782gm29,4.0,87.0,-174.0,19.442333687242208,183.2399452919673,182.1626258985016,125.97635226244536,750.0,23.0,0.975
3550782gm44,4.0,87.0,-174.0,19.442333687242208,163.5483839429146,162.3242891065088,63.21152316742213,1000.0,15.0,0.325
3550782gm49,4.0,87.0,-174.0,19.442333687242208,152.17646197583517,150.8952464584529,-146.12056744986634,1000.0,15.0,0.325
3550782gm59,4.0,87.0,-174.0,19.442333687242208,138.8689544411201,137.47320858949587,-27.91603315511904,1000.0,15.0,0.275
3550782gm64,4.0,87.0,-174.0,19.442333687242208,46.94431983054269,42.381127517062005,-42.013807265448165,800.0,28.0,0.275
3551412gm19,4.5,52.0,98.0,134.1219845693299,182.06915370591068,123.02320654792597,-86.6151512178218,267.0,20.0,0.275
